BGC Locus,BGC Definition,Start,End,Length,Product,Locus Tag,Note,Gene Functions,Description,Gene Ontologies,Gene Kind
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,27904,28183,279,,ctg73_24,,regulatory (smcogs) SMCOG1016:LuxR family DNA-binding response regulator (Score: 66.9; E-value: 2.4e-20),,,regulatory
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,28492,28867,375,,ctg73_25,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,29024,29249,225,,ctg73_26,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,29519,30632,1113,,ctg73_27,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,30662,31433,771,,ctg73_28,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,31460,32222,762,,ctg73_29,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,32376,33687,1311,,ctg73_30,,transport (smcogs) SMCOG1282:extracellular ligand-binding receptor (Score: 307.2; E-value: 2.2e-93),,,transport
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,33737,34322,585,,ctg73_31,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,34586,35756,1170,,ctg73_32,,biosynthetic-additional (rule-based-clusters) Glycos_transf_2,,,biosynthetic-additional
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,35856,36267,411,,ctg73_33,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,36254,36542,288,,ctg73_34,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,36720,37629,909,,ctg73_35,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,37896,38322,426,,ctg73_36,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,38405,38690,285,,ctg73_37,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,38785,39193,408,,ctg73_38,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,39737,41927,2190,,ctg73_39,,,,,
samp_4434_VAMB_405_contig_1043_NRPS-like,samp_4434_VAMB_405_contig_1043_NRPS-like,42076,42739,663,,ctg73_40,,biosynthetic-additional (smcogs) SMCOG1262:haloalkane dehalogenase (Score: 131.6; E-value: 5.6e-40),,,biosynthetic-additional
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,50,701,651,,ctg74_1,,,,,
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,693,1377,684,,ctg74_2,,,,,
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,1575,1971,396,,ctg74_3,,,,,
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,2216,2426,210,,ctg74_4,,,,,
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,2472,2754,282,,ctg74_5,,,,,
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,2872,3265,393,,ctg74_6,,,,,
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,3266,3395,129,,ctg74_7,,,,,
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,3460,4225,765,,ctg74_8,,,,,
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,4258,4417,159,,ctg74_9,,biosynthetic (rule-based-clusters) cyanobactin: cyanobactin_precursor,,,biosynthetic
samp_4434_VAMB_405_contig_1049_cyanobactin,samp_4434_VAMB_405_contig_1049_cyanobactin,5051,5174,123,,ctg74_10,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,160,769,609,,ctg75_1,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,939,2343,1404,,ctg75_2,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,2720,3695,975,,ctg75_3,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,3866,4289,423,,ctg75_4,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,5076,5775,699,,ctg75_5,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,6148,6598,450,,ctg75_6,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,6921,8013,1092,,ctg75_7,,biosynthetic (rule-based-clusters) lanthipeptide-class-v: HopA1,,,biosynthetic
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,8082,9321,1239,,ctg75_8,,biosynthetic (rule-based-clusters) lanthipeptide-class-v: APH,,,biosynthetic
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,9898,11227,1329,,ctg75_9,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,11289,12594,1305,,ctg75_10,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,12660,14763,2103,,ctg75_11,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,14817,16128,1311,,ctg75_12,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,16279,17104,825,,ctg75_13,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,17117,18485,1368,,ctg75_14,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,18532,20188,1656,,ctg75_15,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,20197,20449,252,,ctg75_16,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,20975,22343,1368,,ctg75_17,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,22493,24011,1518,,ctg75_18,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,24087,24507,420,,ctg75_19,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,24760,25342,582,,ctg75_20,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,25338,25590,252,,ctg75_21,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,25889,26795,906,,ctg75_22,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,27046,27670,624,,ctg75_23,,other (smcogs) SMCOG1286:Pentapeptide repeat protein (Score: 140; E-value: 1.3e-42),,,other
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,27666,29076,1410,,ctg75_24,,,,,
samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,samp_4434_VAMB_405_contig_1469_lanthipeptide-class-v,29127,29319,192,,ctg75_25,,,,,
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,1,1969,1968,,ctg76_1,,"biosynthetic (rule-based-clusters) cyanobactin: cyanobactin_synth;biosynthetic-additional (rule-based-clusters) Peptidase_S8;biosynthetic-additional (smcogs) SMCOG1075:alkaline serine protease, subtilase family (Score: 176.8; E-value: 1.5e-53)",,,biosynthetic
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,2184,2388,204,,ctg76_2,,,,,
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,2402,2669,267,,ctg76_3,,,,,
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,2642,3221,579,,ctg76_4,,,,,
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,3493,4234,741,,ctg76_5,,,,,
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,4414,5860,1446,,ctg76_6,,,,,
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,6139,7081,942,,ctg76_7,,,,,
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,7283,8183,900,,ctg76_8,,,,,
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,8382,9732,1350,,ctg76_9,,,,,
samp_4434_VAMB_405_contig_1902_cyanobactin,samp_4434_VAMB_405_contig_1902_cyanobactin,10196,11969,1773,,ctg76_10,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,1,781,780,,ctg77_1,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,1094,1586,492,,ctg77_2,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,1781,2084,303,,ctg77_3,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,2322,2529,207,,ctg77_4,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,2748,3234,486,,ctg77_5,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,3299,3785,486,,ctg77_6,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,3823,3967,144,,ctg77_7,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,3979,4249,270,,ctg77_8,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,4421,7814,3393,,ctg77_9,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,8474,10667,2193,,ctg77_10,,biosynthetic-additional (smcogs) SMCOG1216:exopolysaccharide biosynthesis domain protein (Score: 394.9; E-value: 9.5e-120),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,10682,11816,1134,,ctg77_11,,biosynthetic-additional (rule-based-clusters) DegT_DnrJ_EryC1;biosynthetic-additional (rule-based-clusters) Aminotran_1_2;biosynthetic-additional (smcogs) SMCOG1056:DegT/DnrJ/EryC1/StrS aminotransferase (Score: 311.5; E-value: 1.3e-94),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,11823,13362,1539,,ctg77_12,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,13384,13996,612,,ctg77_13,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,14008,14878,870,,ctg77_14,,biosynthetic-additional (rule-based-clusters) fabH;biosynthetic-additional (smcogs) SMCOG1084:3-oxoacyl-(acyl carrier protein) synthase III (Score: 203.3; E-value: 8.4e-62),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,14877,15048,171,,ctg77_15,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,15044,16406,1362,,ctg77_16,,biosynthetic-additional (rule-based-clusters) AMP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 162.1; E-value: 2.7e-49),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,16402,17128,726,,ctg77_17,,biosynthetic-additional (smcogs) SMCOG1001:short-chain dehydrogenase/reductase SDR (Score: 168.3; E-value: 3.6e-51),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,17108,17432,324,,ctg77_18,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,17476,17731,255,,ctg77_19,,biosynthetic-additional (rule-based-clusters) PP-binding,,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,17960,21401,3441,,ctg77_20,,biosynthetic (rule-based-clusters) NRPS-like: A-OX;biosynthetic (rule-based-clusters) NRPS-like: PP-binding;other (smcogs) SMCOG1251:luciferase family protein (Score: 390.1; E-value: 1.6e-118),,,biosynthetic
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,21416,22073,657,,ctg77_21,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,22110,22611,501,,ctg77_22,,biosynthetic-additional (rule-based-clusters) Bac_transf;biosynthetic-additional (smcogs) SMCOG1146:sugar transferase (Score: 232.7; E-value: 1.5e-70),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,22913,24761,1848,,ctg77_23,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,24840,25983,1143,,ctg77_24,,biosynthetic-additional (rule-based-clusters) Glycos_transf_1;biosynthetic-additional (smcogs) SMCOG1045:glycosyl transferase group 1 (Score: 128.9; E-value: 4.5e-39),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,26008,27199,1191,,ctg77_25,,biosynthetic-additional (rule-based-clusters) Glycos_transf_1;biosynthetic-additional (smcogs) SMCOG1045:glycosyl transferase group 1 (Score: 83.1; E-value: 3.7e-25),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,27215,28367,1152,,ctg77_26,,biosynthetic-additional (rule-based-clusters) Glycos_transf_1;biosynthetic-additional (smcogs) SMCOG1045:glycosyl transferase group 1 (Score: 180.5; E-value: 9.9e-55),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,28373,29939,1566,,ctg77_27,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,29898,31107,1209,,ctg77_28,,biosynthetic-additional (rule-based-clusters) Glycos_transf_1;biosynthetic-additional (smcogs) SMCOG1045:glycosyl transferase group 1 (Score: 121.7; E-value: 7.1e-37),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,31066,32365,1299,,ctg77_29,,biosynthetic-additional (rule-based-clusters) Polysacc_synt,,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,32351,33359,1008,,ctg77_30,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,33387,35427,2040,,ctg77_31,,biosynthetic-additional (rule-based-clusters) RmlD_sub_bind;biosynthetic-additional (rule-based-clusters) Polysacc_synt_2;biosynthetic-additional (smcogs) SMCOG1010:NAD-dependent epimerase/dehydratase (Score: 121.1; E-value: 1e-36),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,35951,36470,519,,ctg77_32,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,36769,37102,333,,ctg77_33,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,37118,38036,918,,ctg77_34,,biosynthetic-additional (rule-based-clusters) PF00561;biosynthetic-additional (rule-based-clusters) Abhydrolase_6;biosynthetic-additional (smcogs) SMCOG1262:haloalkane dehalogenase (Score: 110.6; E-value: 1.3e-33),,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,38572,39106,534,,ctg77_35,,,,,
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,39297,40470,1173,,ctg77_36,,biosynthetic-additional (rule-based-clusters) ATP-grasp;biosynthetic-additional (rule-based-clusters) Dala_Dala_lig_C;biosynthetic-additional (rule-based-clusters) ATP-grasp_3,,,biosynthetic-additional
samp_4434_VAMB_405_contig_2570_NRPS-like,samp_4434_VAMB_405_contig_2570_NRPS-like,40741,40870,129,,ctg77_37,,,,,
samp_4445_concoct_1447_contig_111_terpene,samp_4445_concoct_1447_contig_111_terpene,1,214,213,,ctg78_1,,,,,
samp_4445_concoct_1447_contig_111_terpene,samp_4445_concoct_1447_contig_111_terpene,369,582,213,,ctg78_2,,,,,
samp_4445_concoct_1447_contig_111_terpene,samp_4445_concoct_1447_contig_111_terpene,658,1030,372,,ctg78_3,,,,,
samp_4445_concoct_1447_contig_111_terpene,samp_4445_concoct_1447_contig_111_terpene,1311,2433,1122,,ctg78_4,,biosynthetic-additional (rule-based-clusters) Epimerase_2,,,biosynthetic-additional
samp_4445_concoct_1447_contig_111_terpene,samp_4445_concoct_1447_contig_111_terpene,2448,2601,153,,ctg78_5,,,,,
samp_4445_concoct_1447_contig_111_terpene,samp_4445_concoct_1447_contig_111_terpene,2633,4616,1983,,ctg78_6,,biosynthetic-additional (rule-based-clusters) Pkinase;regulatory (smcogs) SMCOG1030:serine/threonine protein kinase (Score: 174.3; E-value: 5.9e-53),,,regulatory
samp_4445_concoct_1447_contig_111_terpene,samp_4445_concoct_1447_contig_111_terpene,4639,5467,828,,ctg78_7,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4445_concoct_1447_contig_111_terpene,samp_4445_concoct_1447_contig_111_terpene,5618,6365,747,,ctg78_8,,"biosynthetic-additional (smcogs) SMCOG1115:HAD-superfamily hydrolase, subfamily IA, variant (Score: 143.9; E-value: 9e-44)",,,biosynthetic-additional
samp_4445_concoct_1447_contig_277_terpene,samp_4445_concoct_1447_contig_277_terpene,1,922,921,,ctg79_1,,biosynthetic-additional (rule-based-clusters) Glycos_transf_2,,,biosynthetic-additional
samp_4445_concoct_1447_contig_277_terpene,samp_4445_concoct_1447_contig_277_terpene,951,2868,1917,,ctg79_2,,biosynthetic (rule-based-clusters) terpene: terpene_cyclase,,,biosynthetic
samp_4445_concoct_1447_contig_277_terpene,samp_4445_concoct_1447_contig_277_terpene,2854,4012,1158,,ctg79_3,,,,,
samp_4445_concoct_1447_contig_277_terpene,samp_4445_concoct_1447_contig_277_terpene,4112,6317,2205,,ctg79_4,,biosynthetic-additional (smcogs) SMCOG1216:exopolysaccharide biosynthesis domain protein (Score: 251.6; E-value: 2.3e-76),,,biosynthetic-additional
samp_4445_concoct_1447_contig_277_terpene,samp_4445_concoct_1447_contig_277_terpene,6503,7163,660,,ctg79_5,,,,,
samp_4445_concoct_1447_contig_277_terpene,samp_4445_concoct_1447_contig_277_terpene,7182,7389,207,,ctg79_6,,,,,
samp_4445_concoct_1447_contig_373_NRPS-like,samp_4445_concoct_1447_contig_373_NRPS-like,95,695,600,,ctg80_1,,,,,
samp_4445_concoct_1447_contig_373_NRPS-like,samp_4445_concoct_1447_contig_373_NRPS-like,684,1482,798,,ctg80_2,,,,,
samp_4445_concoct_1447_contig_373_NRPS-like,samp_4445_concoct_1447_contig_373_NRPS-like,1525,2872,1347,,ctg80_3,,,,,
samp_4445_concoct_1447_contig_373_NRPS-like,samp_4445_concoct_1447_contig_373_NRPS-like,3051,3654,603,,ctg80_4,,,,,
samp_4445_concoct_1447_contig_373_NRPS-like,samp_4445_concoct_1447_contig_373_NRPS-like,3806,4415,609,,ctg80_5,,,,,
samp_4445_concoct_1447_contig_373_NRPS-like,samp_4445_concoct_1447_contig_373_NRPS-like,4431,5352,921,,ctg80_6,,"transport (smcogs) SMCOG1166:transporter, EamA family (Score: 85.7; E-value: 6.2e-26)",,,transport
samp_4445_concoct_1447_contig_373_NRPS-like,samp_4445_concoct_1447_contig_373_NRPS-like,5348,7421,2073,,ctg80_7,,,,,
samp_4445_concoct_1447_contig_373_NRPS-like,samp_4445_concoct_1447_contig_373_NRPS-like,7472,9479,2007,,ctg80_8,,biosynthetic (rule-based-clusters) NRPS-like: PP-binding;biosynthetic (rule-based-clusters) NRPS-like: AMP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 169.4; E-value: 1.7e-51),,,biosynthetic
samp_4445_concoct_1447_contig_530_arylpolyene,samp_4445_concoct_1447_contig_530_arylpolyene,30,1395,1365,,ctg81_1,,transport (smcogs) SMCOG1029:RND family efflux transporter MFP subunit (Score: 231.7; E-value: 2.1e-70),,,transport
samp_4445_concoct_1447_contig_530_arylpolyene,samp_4445_concoct_1447_contig_530_arylpolyene,1586,2123,537,,ctg81_2,,,,,
samp_4445_concoct_1447_contig_530_arylpolyene,samp_4445_concoct_1447_contig_530_arylpolyene,2351,2654,303,,ctg81_3,,,,,
samp_4445_concoct_1447_contig_530_arylpolyene,samp_4445_concoct_1447_contig_530_arylpolyene,2692,3082,390,,ctg81_4,,,,,
samp_4445_concoct_1447_contig_530_arylpolyene,samp_4445_concoct_1447_contig_530_arylpolyene,3084,4116,1032,,ctg81_5,,biosynthetic-additional (rule-based-clusters) ADH_N;biosynthetic-additional (rule-based-clusters) ADH_zinc_N;biosynthetic-additional (smcogs) SMCOG1040:alcohol dehydrogenase (Score: 273.6; E-value: 3.4e-83),,,biosynthetic-additional
samp_4445_concoct_1447_contig_530_arylpolyene,samp_4445_concoct_1447_contig_530_arylpolyene,4153,5305,1152,,ctg81_6,,biosynthetic (rule-based-clusters) arylpolyene: APE_KS2;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 250.9; E-value: 3.9e-76),,,biosynthetic
